age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,gender ,signed up
35,admin.,married,secondary,,no,1098,yes,unknown,143,-1,,0
41,entrepreneur,married,primary,,no,39,yes,cellular,549,-1,,1
58,retired,married,secondary,,no,624,yes,cellular,393,-1,,0
50,blue-collar,married,secondary,,no,84,yes,cellular,18,-1,,0
36,services,single,secondary,,no,774,yes,unknown,140,-1,,0
24,technician,single,secondary,,no,-73,yes,cellular,7,-1,,0
39,admin.,single,secondary,,no,113,yes,unknown,342,-1,,0
39,blue-collar,married,secondary,,no,-219,yes,cellular,101,-1,,0
31,admin.,single,secondary,,no,747,yes,unknown,543,-1,,1
28,blue-collar,married,primary,,no,674,yes,telephone,921,-1,,0
34,blue-collar,married,secondary,,no,286,yes,unknown,134,-1,,0
39,technician,married,secondary,,no,508,yes,cellular,598,135,,0
31,blue-collar,single,primary,,no,660,yes,cellular,207,478,,0
45,admin.,divorced,secondary,,no,-121,yes,unknown,197,-1,,0
28,blue-collar,single,secondary,,no,438,yes,cellular,347,-1,,0
30,blue-collar,married,secondary,,no,0,yes,cellular,439,-1,,0
47,admin.,married,secondary,,no,3936,yes,telephone,15,-1,,0
27,technician,single,secondary,,no,489,yes,cellular,356,-1,,1
47,blue-collar,married,secondary,,no,473,yes,cellular,127,176,,0
33,management,married,secondary,,no,-285,yes,cellular,507,-1,,0
40,technician,married,secondary,,no,-378,yes,unknown,261,-1,,0
33,self-employed,divorced,secondary,,no,892,yes,unknown,316,-1,,0
45,admin.,married,secondary,,no,1435,yes,cellular,201,103,,0
33,unemployed,divorced,secondary,,no,1005,yes,telephone,175,174,,0
51,entrepreneur,divorced,unknown,,no,-57,yes,unknown,175,-1,,0
33,entrepreneur,single,tertiary,,no,1623,yes,cellular,291,-1,,1
56,services,married,secondary,,no,4763,yes,telephone,106,-1,,0
50,blue-collar,married,secondary,,no,181,yes,cellular,599,-1,,0
37,blue-collar,married,secondary,,no,7,yes,cellular,336,-1,,0
39,admin.,married,secondary,,no,130,yes,cellular,1290,-1,,1
52,management,married,tertiary,,no,1356,yes,cellular,312,-1,,0
49,blue-collar,married,secondary,,no,0,yes,unknown,67,-1,,0
32,services,married,primary,,no,-109,yes,cellular,77,-1,,0
31,admin.,single,secondary,,no,358,yes,unknown,124,-1,,0
36,admin.,single,secondary,,no,686,yes,cellular,114,-1,,0
44,management,married,secondary,,no,576,yes,unknown,128,-1,,0
41,blue-collar,married,primary,,no,6596,yes,cellular,192,168,,0
38,admin.,married,primary,,no,0,yes,unknown,29,-1,,0
32,blue-collar,married,primary,,no,1261,yes,unknown,132,-1,,0
43,technician,divorced,secondary,,no,177,yes,unknown,209,-1,,0
49,blue-collar,married,secondary,,no,787,yes,unknown,280,-1,,0
30,technician,married,tertiary,,no,606,yes,cellular,551,-1,,0
45,services,married,secondary,,no,1550,yes,cellular,143,166,,0
43,services,single,secondary,,no,66,yes,cellular,198,-1,,0
34,technician,married,secondary,,no,0,yes,cellular,144,-1,,0
59,management,married,tertiary,,no,0,yes,telephone,189,-1,,0
34,blue-collar,married,secondary,,no,-436,yes,unknown,317,-1,,0
24,technician,single,secondary,,no,-232,yes,cellular,108,-1,,0
32,services,married,secondary,,no,2833,yes,cellular,415,-1,,0
26,management,single,tertiary,,no,800,yes,cellular,405,-1,,0
51,blue-collar,married,primary,,no,804,yes,cellular,176,-1,,0
49,self-employed,married,secondary,,no,2061,yes,unknown,137,-1,,0
36,technician,single,secondary,,no,300,yes,unknown,358,-1,,0
36,management,single,tertiary,,no,-38,yes,unknown,784,-1,,0
30,management,married,tertiary,,no,732,yes,unknown,231,-1,,0
32,self-employed,single,tertiary,,no,4024,yes,cellular,150,-1,,0
50,technician,divorced,secondary,,no,-54,yes,cellular,698,292,,1
60,services,married,unknown,,no,132,yes,unknown,29,-1,,0
49,blue-collar,divorced,primary,,no,24,yes,cellular,701,362,,1
38,blue-collar,married,unknown,,no,976,yes,unknown,318,-1,,0
53,management,married,tertiary,,no,1356,yes,cellular,397,93,,0
57,technician,married,secondary,,no,461,yes,unknown,69,-1,,0
41,self-employed,divorced,tertiary,,no,4717,yes,cellular,182,-1,,0
56,admin.,divorced,unknown,,no,4246,yes,unknown,304,-1,,0
49,admin.,single,tertiary,,no,228,yes,cellular,252,93,,1
45,management,divorced,tertiary,,no,-901,yes,unknown,86,-1,,0
31,management,single,tertiary,,no,4509,yes,unknown,207,-1,,0
54,blue-collar,married,secondary,,no,285,yes,telephone,63,2,,0
30,management,single,tertiary,,no,57,yes,cellular,153,-1,,0
31,services,married,secondary,,no,1062,yes,cellular,230,-1,,0
25,self-employed,single,tertiary,,no,453,yes,cellular,134,-1,,0
29,management,married,tertiary,,no,1258,yes,cellular,287,-1,,0
26,admin.,single,tertiary,,no,760,yes,cellular,456,281,,1
42,management,married,tertiary,,no,603,yes,cellular,298,-1,,0
34,entrepreneur,single,secondary,,no,318,yes,cellular,40,150,,0
50,self-employed,married,secondary,,no,2061,yes,cellular,197,244,,0
28,blue-collar,single,secondary,,no,5,yes,cellular,178,360,,0
33,management,married,tertiary,,no,17946,yes,unknown,256,-1,,0
48,technician,divorced,secondary,,no,145,yes,cellular,106,-1,,0
28,admin.,married,secondary,,no,576,yes,cellular,20,-1,,0
35,technician,divorced,secondary,,no,-870,yes,cellular,180,-1,,0
34,entrepreneur,single,secondary,,no,339,yes,cellular,110,359,,0
32,blue-collar,single,primary,,no,1426,yes,cellular,114,-1,,0
26,technician,single,tertiary,,no,686,yes,unknown,98,-1,,0
37,services,married,secondary,,no,405,yes,unknown,51,-1,,0
33,blue-collar,married,secondary,,no,-45,yes,unknown,240,-1,,0
53,blue-collar,married,primary,,no,787,yes,cellular,119,-1,,0
59,blue-collar,married,secondary,,no,169,yes,unknown,181,-1,,0
36,self-employed,married,secondary,,no,0,yes,cellular,198,-1,,0
30,management,single,secondary,,no,4642,yes,cellular,528,-1,,1
48,blue-collar,married,secondary,,no,244,yes,cellular,212,-1,,0
45,entrepreneur,divorced,primary,,no,888,yes,telephone,63,-1,,0
29,admin.,single,secondary,,no,3986,yes,unknown,488,-1,,0
52,technician,married,secondary,,no,230,yes,cellular,89,-1,,0
51,services,married,primary,,no,-553,yes,unknown,149,-1,,0
45,services,married,secondary,,no,-1621,yes,cellular,8,346,,0
36,services,married,secondary,,no,11462,yes,cellular,993,-1,,1
32,blue-collar,single,secondary,,no,-204,yes,unknown,202,-1,,0
35,blue-collar,married,secondary,,no,807,yes,unknown,1185,-1,,0
32,management,married,tertiary,,no,62,yes,telephone,45,-1,,0
55,management,married,tertiary,,no,4982,yes,telephone,51,-1,,0
30,management,single,tertiary,,no,1724,yes,unknown,73,-1,,0
35,services,single,secondary,,no,0,yes,cellular,305,-1,,0
51,blue-collar,married,tertiary,,no,7816,yes,unknown,76,-1,,0
33,management,single,tertiary,,no,1373,yes,cellular,17,349,,0
41,technician,single,unknown,,no,356,yes,unknown,93,-1,,0
37,admin.,single,secondary,,no,796,yes,telephone,143,-1,,0
33,blue-collar,single,secondary,,no,1036,yes,cellular,323,321,,0
44,services,married,secondary,,no,1864,yes,telephone,10,-1,,0
32,services,married,secondary,,no,401,yes,unknown,294,-1,,0
30,management,married,tertiary,,no,913,yes,cellular,341,-1,,0
49,admin.,divorced,secondary,,no,266,yes,unknown,162,-1,,0
30,management,single,tertiary,,no,1637,yes,cellular,163,-1,,0
32,technician,married,secondary,,no,765,yes,cellular,850,-1,,1
34,blue-collar,married,secondary,,no,1979,yes,cellular,283,-1,,0
28,management,single,tertiary,,no,1086,yes,unknown,128,-1,,0
42,self-employed,married,secondary,,no,1216,yes,cellular,296,521,,1
32,management,single,secondary,,no,-32,yes,unknown,139,-1,,0
50,services,single,secondary,,no,516,yes,unknown,187,-1,,0
32,blue-collar,married,secondary,,no,759,yes,cellular,317,-1,,1
38,technician,single,secondary,,no,61,yes,cellular,109,359,,0
35,services,divorced,secondary,,no,35,yes,cellular,129,-1,,0
29,blue-collar,single,secondary,,no,1446,yes,cellular,88,-1,,0
31,management,married,tertiary,,no,-692,yes,cellular,117,-1,,0
30,admin.,married,tertiary,,no,26,yes,cellular,62,323,,0
24,technician,single,secondary,,no,135,yes,cellular,250,-1,,0
35,blue-collar,single,secondary,,no,0,yes,cellular,226,280,,0
30,housemaid,single,tertiary,,no,2017,yes,cellular,108,-1,,0
35,management,married,tertiary,,no,618,yes,cellular,116,-1,,0
60,admin.,married,secondary,,no,1914,yes,cellular,65,287,,0
30,management,single,tertiary,,no,565,yes,cellular,104,-1,,0
41,management,divorced,tertiary,,no,4329,yes,cellular,559,-1,,0
42,housemaid,married,primary,,no,4279,yes,cellular,97,198,,0
33,management,married,primary,,no,142,yes,cellular,87,368,,0
27,student,married,secondary,,no,119,yes,cellular,781,-1,,1
44,technician,single,secondary,,no,33,yes,cellular,195,351,,0
48,blue-collar,married,secondary,,no,558,yes,telephone,708,-1,,0
50,technician,single,secondary,,no,-97,yes,cellular,425,306,,0
41,blue-collar,married,secondary,,no,4900,yes,telephone,121,-1,,0
34,management,married,tertiary,,no,0,yes,cellular,251,-1,,1
50,technician,married,tertiary,,no,199,yes,cellular,116,253,,0
53,services,divorced,unknown,,no,1012,yes,cellular,332,-1,,0
47,services,married,secondary,,no,543,yes,unknown,141,-1,,0
35,management,single,tertiary,,no,3,yes,cellular,217,-1,,0
54,technician,married,secondary,,no,4475,yes,cellular,108,-1,,0
57,technician,married,tertiary,,no,4043,yes,cellular,122,-1,,0
35,management,married,tertiary,,no,175,yes,cellular,257,-1,,0
55,management,divorced,tertiary,,no,608,yes,cellular,161,-1,,0
37,blue-collar,married,secondary,,no,395,yes,cellular,157,-1,,0
37,management,single,tertiary,,no,509,yes,cellular,133,-1,,0
53,blue-collar,married,secondary,,no,1570,yes,unknown,29,-1,,0
49,admin.,married,secondary,,no,1697,yes,cellular,236,-1,,0
38,admin.,single,secondary,,no,1560,yes,cellular,9,178,,0
35,management,married,tertiary,,no,222,yes,cellular,187,-1,,0
45,technician,single,tertiary,,no,2100,yes,cellular,285,-1,,0
41,management,married,tertiary,,no,15,yes,cellular,59,-1,,0
56,entrepreneur,married,unknown,,no,88,yes,unknown,172,-1,,0
32,technician,single,tertiary,,no,1246,yes,cellular,192,-1,,1
42,blue-collar,married,primary,,no,1401,yes,unknown,627,-1,,0
34,self-employed,married,primary,,no,712,yes,unknown,326,-1,,0
60,retired,divorced,tertiary,,no,979,yes,cellular,295,347,,1
23,services,single,secondary,,no,496,yes,unknown,430,-1,,0
33,admin.,divorced,primary,,no,1416,yes,unknown,239,-1,,0
46,technician,married,secondary,,no,6993,yes,cellular,326,148,,0
42,blue-collar,married,unknown,,no,1323,yes,unknown,19,-1,,0
37,management,divorced,tertiary,,no,641,yes,cellular,334,-1,,0
33,blue-collar,single,secondary,,no,33,yes,unknown,557,-1,,0
55,self-employed,single,secondary,,no,2607,yes,unknown,38,-1,,0
27,admin.,single,secondary,,no,592,yes,cellular,466,-1,,0
29,management,married,tertiary,,no,8089,yes,unknown,314,-1,,0
34,management,single,tertiary,,no,178,yes,cellular,14,-1,,0
37,unemployed,single,secondary,,no,756,yes,unknown,74,-1,,0
34,blue-collar,married,secondary,,no,352,yes,unknown,52,-1,,0
33,services,married,secondary,,no,293,yes,cellular,834,-1,,0
50,blue-collar,divorced,primary,,no,1629,yes,cellular,67,-1,,0
29,blue-collar,married,unknown,,no,356,yes,unknown,169,-1,,0
42,management,married,secondary,,no,2416,yes,unknown,138,-1,,0
41,technician,married,tertiary,,no,532,yes,cellular,74,-1,,0
33,blue-collar,married,primary,,no,902,yes,cellular,207,247,,0
36,blue-collar,married,primary,,no,6085,yes,unknown,186,-1,,0
34,blue-collar,married,secondary,,no,528,yes,unknown,85,-1,,0
31,services,single,secondary,,no,-779,yes,unknown,198,-1,,0
36,management,married,tertiary,,no,900,yes,unknown,475,-1,,0
32,admin.,married,secondary,,no,8749,yes,unknown,294,-1,,1
44,blue-collar,divorced,secondary,,no,579,yes,unknown,198,-1,,0
48,management,married,primary,,no,3230,yes,telephone,207,-1,,0
24,admin.,single,secondary,,no,120,yes,cellular,145,-1,,0
32,services,married,secondary,,no,983,yes,cellular,121,-1,,0
37,management,married,tertiary,,no,0,yes,cellular,148,-1,,0
44,admin.,divorced,secondary,,no,163,yes,cellular,1669,-1,,1
34,blue-collar,married,secondary,,no,45,yes,cellular,127,-1,,0
50,blue-collar,single,secondary,,no,-111,yes,cellular,19,-1,,0
28,management,single,tertiary,,no,191,yes,unknown,238,-1,,0
37,blue-collar,married,primary,,no,253,yes,unknown,145,-1,,0
37,blue-collar,divorced,secondary,,no,48,yes,unknown,133,-1,,0
47,blue-collar,married,secondary,,no,581,yes,cellular,79,-1,,0
30,services,married,secondary,,no,384,yes,unknown,27,-1,,0
41,admin.,single,secondary,,no,1322,yes,cellular,58,266,,0
27,technician,single,unknown,,no,0,yes,cellular,168,-1,,0
32,unemployed,single,secondary,,no,1249,yes,cellular,160,171,,0
41,technician,single,secondary,,no,32,yes,cellular,162,-1,,0
41,blue-collar,married,secondary,,no,433,yes,cellular,75,-1,,0
22,services,single,secondary,,no,279,yes,unknown,270,-1,,0
46,admin.,single,secondary,,no,148,yes,cellular,85,-1,,0
37,technician,married,secondary,,no,316,yes,unknown,238,-1,,0
46,blue-collar,single,secondary,,no,57,yes,unknown,194,-1,,0
32,self-employed,married,secondary,,no,-1668,yes,cellular,166,-1,,0
38,blue-collar,married,secondary,,no,395,yes,cellular,83,367,,0
46,entrepreneur,married,primary,,no,8873,yes,cellular,172,118,,0
47,blue-collar,married,secondary,,no,39,yes,unknown,160,-1,,0
41,admin.,divorced,secondary,,no,639,yes,cellular,88,-1,,0
39,services,divorced,secondary,,no,2140,yes,cellular,539,-1,,0
33,management,married,tertiary,,no,806,yes,unknown,124,-1,,0
34,admin.,single,secondary,,no,745,yes,cellular,76,-1,,0
43,management,married,tertiary,,no,9,yes,telephone,142,358,,0
33,technician,married,secondary,,no,367,yes,unknown,22,-1,,0
24,admin.,single,secondary,,no,-386,yes,cellular,180,-1,,0
37,technician,married,secondary,,no,729,yes,cellular,115,-1,,0
49,blue-collar,married,primary,,no,1133,yes,cellular,291,-1,,0
29,management,single,secondary,,no,-105,yes,unknown,5,-1,,0
49,blue-collar,married,secondary,,no,59,yes,unknown,154,-1,,0
33,management,married,tertiary,,no,6513,yes,cellular,170,343,,1
44,management,married,secondary,,no,13054,yes,cellular,471,174,,0
35,management,single,secondary,,no,83,yes,cellular,90,-1,,0
54,services,married,secondary,,no,1301,yes,unknown,173,-1,,0
39,blue-collar,single,tertiary,,no,172,yes,cellular,125,183,,1
25,admin.,married,secondary,,no,16,yes,unknown,129,-1,,0
57,self-employed,married,tertiary,,yes,-3313,yes,unknown,153,-1,,0
42,blue-collar,married,secondary,,no,0,yes,cellular,149,-1,,0
34,services,married,secondary,,no,24,yes,unknown,124,-1,,0
23,management,single,tertiary,,no,2605,yes,unknown,278,-1,,0
33,management,married,tertiary,,no,331,yes,cellular,94,-1,,0
45,admin.,married,secondary,,no,1097,yes,cellular,180,-1,,0
50,blue-collar,married,primary,,no,0,yes,cellular,503,339,,0
35,admin.,married,primary,,no,136,yes,unknown,283,-1,,0
27,technician,single,secondary,,no,235,yes,cellular,13,-1,,0
53,technician,married,secondary,,no,31,yes,unknown,90,-1,,0
35,management,married,tertiary,,no,267,yes,unknown,192,-1,,0
35,blue-collar,single,secondary,,no,8040,yes,cellular,173,-1,,0
41,blue-collar,married,secondary,,no,382,yes,telephone,218,-1,,0
30,admin.,single,unknown,,no,0,yes,cellular,1206,-1,,0
34,blue-collar,married,secondary,,no,123,yes,cellular,218,-1,,0
34,blue-collar,married,primary,,no,333,yes,cellular,63,-1,,0
47,admin.,married,secondary,,no,310,yes,telephone,128,-1,,0
42,blue-collar,married,unknown,,no,1154,yes,cellular,341,336,,0
27,technician,married,tertiary,,no,77,yes,cellular,143,-1,,0
50,blue-collar,married,secondary,,no,26,yes,cellular,245,366,,0
38,admin.,divorced,secondary,,no,1533,yes,cellular,366,172,,0
44,entrepreneur,single,tertiary,,no,1240,yes,cellular,88,-1,,0
37,unemployed,married,primary,,no,3051,yes,cellular,303,-1,,0
48,unemployed,married,secondary,,no,11371,yes,cellular,109,-1,,0
32,blue-collar,divorced,primary,,no,158,yes,cellular,728,253,,0
47,housemaid,single,primary,,no,2785,yes,cellular,570,-1,,1
27,blue-collar,single,secondary,,no,-289,yes,cellular,94,-1,,0
33,management,married,tertiary,,no,85,yes,cellular,702,-1,,0
40,services,divorced,secondary,,no,694,yes,cellular,75,-1,,0
40,management,single,tertiary,,no,1265,yes,unknown,97,-1,,0
27,blue-collar,single,primary,,no,-79,yes,unknown,385,-1,,0
43,blue-collar,married,secondary,,no,-128,yes,cellular,32,-1,,0
34,technician,single,tertiary,,no,299,yes,unknown,205,-1,,0
45,blue-collar,married,secondary,,no,1964,yes,unknown,78,-1,,0
40,technician,married,tertiary,,no,483,yes,unknown,168,-1,,0
39,management,divorced,tertiary,,no,452,yes,unknown,232,-1,,0
38,technician,married,secondary,,no,821,yes,unknown,78,-1,,0
33,self-employed,single,tertiary,,no,1354,yes,cellular,130,-1,,0
50,blue-collar,married,primary,,no,42,yes,unknown,170,-1,,0
49,blue-collar,married,primary,,no,6215,yes,cellular,549,-1,,0
32,technician,divorced,secondary,,no,-399,yes,unknown,180,-1,,0
50,housemaid,single,primary,,no,1158,yes,cellular,116,265,,0
32,management,married,tertiary,,no,250,yes,cellular,247,-1,,0
50,self-employed,single,tertiary,,no,21,yes,cellular,157,188,,0
31,management,married,secondary,,no,625,yes,cellular,424,138,,0
33,management,married,tertiary,,no,22867,yes,cellular,165,92,,0
32,admin.,single,secondary,,no,613,yes,cellular,88,-1,,0
28,technician,single,tertiary,,no,-31,yes,unknown,257,-1,,0
37,technician,married,secondary,,no,0,yes,cellular,906,-1,,0
52,housemaid,married,unknown,,no,2337,yes,cellular,190,91,,0
49,unemployed,divorced,secondary,,no,495,yes,unknown,40,-1,,0
32,blue-collar,married,secondary,,no,290,yes,cellular,150,-1,,0
35,admin.,married,secondary,,no,287,yes,cellular,115,245,,0
37,blue-collar,married,primary,,no,655,yes,cellular,127,258,,0
40,services,married,secondary,,no,664,yes,cellular,29,-1,,0
29,admin.,single,secondary,,no,-498,yes,cellular,99,227,,0
37,admin.,divorced,secondary,,no,506,yes,cellular,446,273,,0
57,management,married,tertiary,,no,132,yes,cellular,174,-1,,0
31,blue-collar,married,secondary,,no,2,yes,unknown,182,-1,,1
31,technician,married,secondary,,no,504,yes,cellular,52,-1,,0
51,blue-collar,married,secondary,,no,285,yes,cellular,27,-1,,0
41,blue-collar,married,secondary,,no,2823,yes,unknown,858,-1,,1
34,management,single,tertiary,,no,647,yes,cellular,392,-1,,0
40,blue-collar,divorced,secondary,,no,178,yes,cellular,188,-1,,0
59,management,married,tertiary,,no,261,yes,cellular,124,-1,,0
41,technician,married,secondary,,no,-274,yes,unknown,182,-1,,0
52,blue-collar,married,primary,,no,230,yes,cellular,198,170,,0
23,blue-collar,single,secondary,,no,4211,yes,cellular,434,-1,,0
36,services,single,secondary,,no,398,yes,unknown,77,-1,,0
53,entrepreneur,married,secondary,,no,111,yes,cellular,600,189,,0
30,blue-collar,married,secondary,,no,203,yes,cellular,18,-1,,0
30,management,single,tertiary,,no,835,yes,cellular,81,-1,,0
26,blue-collar,single,secondary,,no,381,yes,unknown,504,-1,,0
29,admin.,married,secondary,,no,396,yes,unknown,205,-1,,0
39,services,married,secondary,,no,2381,yes,cellular,91,-1,,0
45,self-employed,married,tertiary,,no,1265,yes,cellular,79,-1,,0
30,management,single,tertiary,,no,775,yes,unknown,124,-1,,0
27,blue-collar,single,primary,,no,-579,yes,cellular,220,367,,0
36,blue-collar,married,primary,,no,398,yes,unknown,278,-1,,0
41,blue-collar,single,secondary,,no,363,yes,unknown,183,-1,,0
47,technician,married,secondary,,no,179,yes,cellular,55,-1,,0
43,unemployed,married,primary,,no,960,yes,unknown,241,-1,,0
26,student,single,secondary,,no,2138,yes,cellular,18,371,,0
59,unemployed,married,secondary,,no,4497,yes,cellular,213,251,,0
33,self-employed,single,secondary,,no,136,yes,cellular,30,336,,0
40,technician,married,secondary,,no,4441,yes,cellular,153,183,,0
32,blue-collar,married,secondary,,no,9,yes,cellular,334,-1,,0
27,management,single,tertiary,,no,99,yes,unknown,767,-1,,1
29,blue-collar,married,secondary,,no,64,yes,cellular,611,-1,,0
32,self-employed,married,secondary,,no,413,yes,cellular,712,-1,,0
40,services,married,secondary,,no,446,yes,unknown,1252,-1,,1
35,services,divorced,secondary,,no,0,yes,cellular,95,357,,0
44,services,single,secondary,,no,0,yes,unknown,179,-1,,0
58,blue-collar,married,primary,,no,66,yes,cellular,184,-1,,0
47,blue-collar,married,secondary,,no,3696,yes,cellular,635,170,,0
30,management,single,tertiary,,no,355,yes,cellular,153,-1,,0
44,management,married,tertiary,,no,756,yes,cellular,65,130,,0
60,admin.,married,unknown,,no,2667,yes,unknown,140,-1,,0
38,housemaid,married,secondary,,no,0,yes,unknown,59,-1,,0
56,admin.,married,secondary,,no,346,yes,unknown,46,-1,,0
34,blue-collar,married,secondary,,no,2,yes,cellular,6,-1,,0
29,blue-collar,married,primary,,no,236,yes,unknown,554,-1,,0
42,management,single,tertiary,,no,1146,yes,unknown,98,-1,,0
35,admin.,divorced,secondary,,no,-133,yes,cellular,160,-1,,0
25,blue-collar,single,secondary,,no,352,yes,unknown,156,-1,,0
45,entrepreneur,married,tertiary,,no,1752,yes,cellular,56,-1,,0
60,retired,married,secondary,,no,5789,yes,cellular,50,-1,,0
60,housemaid,divorced,secondary,,no,555,yes,cellular,261,-1,,0
23,blue-collar,single,primary,,no,2594,yes,unknown,193,-1,,0
47,blue-collar,married,secondary,,no,2173,yes,cellular,189,344,,0
47,technician,married,tertiary,,yes,-813,yes,cellular,85,158,,0
34,technician,divorced,tertiary,,no,1317,yes,cellular,239,-1,,0
35,management,single,tertiary,,no,123,yes,unknown,83,-1,,0
60,admin.,divorced,secondary,,no,92,yes,unknown,130,-1,,0
34,blue-collar,married,secondary,,no,559,yes,telephone,47,193,,0
50,services,divorced,secondary,,no,145,yes,unknown,170,-1,,0
27,blue-collar,married,secondary,,yes,-584,yes,cellular,411,-1,,0
53,management,divorced,tertiary,,yes,0,yes,cellular,75,-1,,0
40,admin.,divorced,secondary,,no,399,yes,cellular,166,96,,0
27,blue-collar,married,primary,,no,713,yes,unknown,152,-1,,0
26,blue-collar,married,secondary,,no,895,yes,cellular,820,-1,,0
39,management,married,tertiary,,no,540,yes,unknown,1066,-1,,0
46,technician,divorced,tertiary,,no,288,yes,unknown,166,-1,,0
29,technician,single,tertiary,,no,940,yes,cellular,757,330,,0
32,technician,married,secondary,,yes,4,yes,cellular,132,-1,,0
34,blue-collar,married,secondary,,no,0,yes,unknown,780,-1,,0
45,blue-collar,married,primary,,no,323,yes,unknown,276,-1,,0
28,blue-collar,single,primary,,no,348,yes,unknown,305,-1,,0
29,technician,single,secondary,,no,316,yes,unknown,211,-1,,0
27,services,married,secondary,,no,0,yes,cellular,198,-1,,0
30,admin.,married,secondary,,no,8781,yes,cellular,898,-1,,1
23,services,single,unknown,,no,15,yes,cellular,76,364,,0
38,blue-collar,married,primary,,no,630,yes,unknown,201,-1,,0
37,technician,single,unknown,,no,391,yes,unknown,103,-1,,0
49,unemployed,married,tertiary,,no,0,yes,cellular,772,-1,,0
32,technician,married,secondary,,no,212,yes,cellular,98,-1,,0
37,admin.,married,secondary,,no,2061,yes,cellular,459,109,,1
50,blue-collar,divorced,secondary,,no,41,yes,unknown,190,-1,,0
38,unemployed,single,secondary,,no,1354,yes,cellular,364,343,,0
43,retired,married,secondary,,no,520,yes,unknown,15,-1,,0
27,services,single,secondary,,no,261,yes,cellular,113,-1,,0
52,blue-collar,divorced,primary,,no,-191,yes,unknown,755,-1,,1
31,admin.,single,secondary,,no,391,yes,cellular,416,-1,,0
35,management,single,tertiary,,no,1045,yes,unknown,61,-1,,0
35,self-employed,married,tertiary,,no,247,yes,unknown,167,-1,,0
40,technician,married,secondary,,no,5811,yes,cellular,172,-1,,0
40,blue-collar,married,secondary,,no,3765,yes,cellular,87,-1,,0
33,technician,married,tertiary,,no,17455,yes,cellular,168,179,,0
39,blue-collar,married,primary,,no,879,yes,unknown,102,-1,,0
34,management,married,tertiary,,no,273,yes,cellular,308,188,,0
45,services,married,secondary,,no,219,yes,cellular,142,-1,,0
43,management,divorced,tertiary,,no,-496,yes,cellular,420,-1,,0
29,self-employed,single,secondary,,no,3672,yes,unknown,1210,-1,,0
48,technician,married,secondary,,no,101,yes,cellular,338,-1,,0
41,entrepreneur,married,primary,,no,740,yes,unknown,134,-1,,0
31,services,single,unknown,,no,6145,yes,cellular,70,-1,,0
54,unemployed,married,secondary,,no,582,yes,cellular,693,372,,1
37,services,married,primary,,yes,-483,yes,cellular,70,-1,,0
32,management,single,secondary,,no,0,yes,cellular,139,-1,,0
33,technician,single,secondary,,no,1746,yes,unknown,152,-1,,0
56,retired,divorced,secondary,,no,4166,yes,unknown,378,-1,,0
31,management,single,secondary,,no,1310,yes,cellular,12,-1,,0
49,blue-collar,married,secondary,,no,1039,yes,cellular,156,178,,0
35,technician,single,tertiary,,no,144,yes,cellular,202,113,,0
38,management,married,tertiary,,no,63,yes,unknown,518,-1,,0
36,entrepreneur,married,secondary,,no,313,yes,cellular,167,198,,0
37,unemployed,married,primary,,no,7005,yes,unknown,217,-1,,0
42,services,married,secondary,,no,146,yes,cellular,670,346,,1
31,services,married,tertiary,,no,585,yes,unknown,272,-1,,0
42,management,married,tertiary,,no,263,yes,unknown,254,-1,,0
50,admin.,single,secondary,,no,424,yes,unknown,72,-1,,0
31,technician,married,secondary,,no,4800,yes,cellular,165,-1,,0
49,blue-collar,married,primary,,no,284,yes,unknown,81,-1,,0
25,student,single,secondary,,no,1116,yes,cellular,119,20,,0
40,technician,single,tertiary,,no,250,yes,cellular,107,-1,,0
34,admin.,married,tertiary,,no,1636,yes,cellular,136,521,,0
54,blue-collar,married,primary,,no,489,yes,cellular,280,287,,0
57,retired,married,unknown,,no,1621,yes,unknown,108,-1,,0
31,management,married,tertiary,,no,303,yes,unknown,143,-1,,0
31,blue-collar,single,primary,,no,124,yes,unknown,411,-1,,0
30,self-employed,single,secondary,,no,311,yes,unknown,198,-1,,0
33,blue-collar,married,primary,,no,331,yes,unknown,139,-1,,0
46,blue-collar,married,primary,,no,-169,yes,cellular,109,-1,,0
30,management,married,secondary,,yes,471,yes,cellular,73,-1,,0
52,unemployed,married,primary,,no,20,yes,telephone,172,-1,,0
53,blue-collar,married,primary,,no,-211,yes,cellular,195,251,,0
33,blue-collar,married,unknown,,no,-923,yes,telephone,237,-1,,0
32,management,single,tertiary,,no,656,yes,cellular,148,-1,,0
26,management,single,tertiary,,no,3944,yes,cellular,974,-1,,1
42,blue-collar,married,secondary,,no,443,yes,unknown,671,-1,,1
32,services,married,secondary,,no,-479,yes,unknown,142,-1,,0
32,management,single,tertiary,,no,752,yes,cellular,256,-1,,0
30,services,divorced,secondary,,no,0,yes,cellular,174,111,,0
38,technician,single,secondary,,no,553,yes,cellular,178,270,,0
34,management,married,tertiary,,no,16,yes,telephone,316,119,,1
35,management,married,tertiary,,no,1684,yes,cellular,39,-1,,0
26,management,single,tertiary,,no,155,yes,cellular,74,43,,0
33,management,married,secondary,,no,480,yes,cellular,422,-1,,0
26,blue-collar,single,secondary,,no,8,yes,cellular,167,-1,,0
34,admin.,married,secondary,,no,1049,yes,unknown,25,-1,,0
32,blue-collar,single,secondary,,no,118,yes,cellular,1275,-1,,1
32,admin.,married,secondary,,no,203,yes,cellular,219,-1,,0
